"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"Alphabet A","GOOGL","1,238.16","1,246.52","1,229.42","-2.97","-0.24%","1.06M","03/08"
"Alphabet C","GOOG","1,223.71","1,230.00","1,215.06","-2.44","-0.20%","1.09M","03/08"
"Altria","MO","59.73","59.99","58.83","+0.90","+1.53%","6.34M","03/08"
"Amazon.com","AMZN","1,823.29","1,841.00","1,821.50","-11.04","-0.60%","3.46M","03/08"
"AMD","AMD","18.490","19.057","18.370","-0.300","-1.60%","53.23M","03/08"
"Ameren","AEE","62.45","62.76","61.07","+0.68","+1.10%","1.51M","03/08"
"American Airlines","AAL","38.42","38.62","38.05","+0.49","+1.29%","3.98M","03/08"
"American Electric Power","AEP","71.18","71.49","70.02","+0.69","+0.98%","1.56M","03/08"
"American Express","AXP","100.79","100.90","99.70","+1.06","+1.06%","1.83M","03/08"
"American Tower","AMT","150.99","151.19","148.00","+2.78","+1.88%","1.67M","03/08"
"American Water Works","AWK","88.05","88.49","86.99","+0.51","+0.58%","572.42K","03/08"
"Ameriprise Financial","AMP","140.86","141.38","139.47","+1.53","+1.10%","798.06K","03/08"
"AmerisourceBergen","ABC","80.97","81.34","78.22","+1.99","+2.52%","1.94M","03/08"
"Ametek","AME","76.57","77.12","75.94","-0.19","-0.25%","1.01M","03/08"
"Amgen","AMGN","197.99","198.41","196.10","+1.61","+0.82%","2.18M","03/08"
"Amphenol","APH","93.86","94.16","93.42","+0.02","+0.02%","915.42K","03/08"
"Anadarko Petroleum","APC","68.26","69.53","67.77","-1.41","-2.02%","3.96M","03/08"
"Analog Devices","ADI","96.56","96.70","95.87","+0.37","+0.38%","1.02M","03/08"
"Andeavor","ANDV","147.18","149.10","146.18","-1.27","-0.86%","1.36M","03/08"
"ANSYS","ANSS","173.27","173.51","170.41","+0.12","+0.07%","401.40K","03/08"
"Anthem Inc","ANTM","257.95","258.59","254.42","+1.42","+0.55%","767.48K","03/08"
"AO Smith","AOS","58.75","59.12","58.12","-0.01","-0.02%","985.74K","03/08"
"Aon","AON","143.12","143.21","141.00","+1.72","+1.22%","849.48K","03/08"
"Apache","APA","45.15","45.19","44.37","+0.74","+1.67%","2.83M","03/08"
"Apartment Invest","AIV","43.81","43.85","41.28","+1.01","+2.36%","1.05M","03/08"
"Apple","AAPL","207.99","208.74","205.48","+0.60","+0.29%","33.45M","03/08"
"Applied Materials","AMAT","48.84","48.86","47.85","+0.73","+1.52%","7.03M","03/08"
"Aptiv","APTV","98.45","98.61","97.08","+1.68","+1.74%","1.43M","03/08"
"Archer-Daniels-Midland","ADM","49.95","49.99","49.33","+0.61","+1.24%","4.37M","03/08"
"Arconic Inc","ARNC","21.23","21.28","20.95","+0.16","+0.76%","1.92M","03/08"
"Arthur J Gallagher","AJG","71.46","71.46","70.88","+0.31","+0.44%","534.28K","03/08"
"Assurant","AIZ","108.14","109.67","107.17","-0.87","-0.80%","596.61K","03/08"
"AT&T","T","32.27","32.28","31.76","+0.42","+1.32%","26.58M","03/08"
"Autodesk","ADSK","132.05","132.47","129.96","+0.89","+0.68%","1.37M","03/08"
"AutoZone","AZO","721.38","723.20","713.44","+2.30","+0.32%","225.39K","03/08"
"AvalonBay","AVB","180.08","180.37","177.40","+1.58","+0.89%","825.25K","03/08"
"Avery Dennison","AVY","113.15","113.76","112.20","+0.78","+0.69%","395.66K","03/08"
"Baker Hughes A","BHGE","33.88","34.18","33.34","-0.06","-0.18%","4.13M","03/08"
"Ball","BLL","41.42","41.59","40.41","+0.89","+2.20%","3.65M","03/08"
"Bank of America","BAC","31.51","31.51","31.16","+0.23","+0.74%","50.15M","03/08"
"Bank of NY Mellon","BK","52.77","52.91","52.47","+0.14","+0.27%","4.73M","03/08"
"Baxter","BAX","72.35","72.39","71.63","+0.11","+0.15%","1.75M","03/08"
"BB&T","BBT","51.60","51.63","51.23","+0.28","+0.55%","2.59M","03/08"
"Becton Dickinson","BDX","247.12","248.46","244.74","+2.02","+0.82%","1.06M","03/08"
"Berkshire Hathaway B","BRKb","200.24","200.42","198.12","+2.18","+1.10%","5.03M","03/08"
"Best Buy","BBY","76.08","77.22","75.69","+0.16","+0.21%","1.43M","03/08"
"Biogen Inc","BIIB","344.21","350.57","342.27","-3.72","-1.07%","1.16M","03/08"
"BlackRock","BLK","482.40","484.92","475.53","+7.09","+1.49%","824.12K","03/08"
"Boeing","BA","348.44","350.99","345.67","-1.29","-0.37%","2.29M","03/08"
"Booking","BKNG","2,029.71","2,039.99","2,020.70","-3.36","-0.17%","303.61K","03/08"
"BorgWarner","BWA","45.31","45.34","44.72","+0.67","+1.50%","1.12M","03/08"
"Boston Properties","BXP","129.10","129.74","127.70","+0.20","+0.16%","685.00K","03/08"
"Boston Scientific","BSX","33.53","33.55","33.12","+0.15","+0.45%","4.43M","03/08"
"Brighthouse Financial","BHF","43.79","43.87","43.12","+0.56","+1.30%","827.79K","03/08"
"Bristol-Myers Squibb","BMY","59.16","59.35","58.89","-0.11","-0.19%","4.67M","03/08"
"Broadcom","AVGO","217.81","218.00","214.40","+1.46","+0.67%","2.48M","03/08"
"Brown Forman","BFb","53.99","54.16","53.12","+0.83","+1.56%","681.23K","03/08"
"CA","CA","44.08","44.08","44.02","+0.05","+0.11%","3.98M","03/08"
"Cabot Oil&Gas","COG","23.45","23.58","22.99","+0.37","+1.60%","4.83M","03/08"
"Cadence Design","CDNS","44.77","44.96","44.38","+0.07","+0.16%","777.04K","03/08"
"Campbell Soup","CPB","42.76","43.98","42.41","+1.05","+2.52%","16.93M","03/08"
"Capital One Financial","COF","96.68","96.76","95.36","+1.31","+1.37%","1.92M","03/08"
"Cardinal Health","CAH","50.30","50.99","50.00","+0.32","+0.64%","4.84M","03/08"
"CarMax","KMX","74.69","75.15","73.59","+1.39","+1.90%","1.70M","03/08"
"Carnival","CCL","59.05","59.46","58.81","+0.20","+0.34%","2.64M","03/08"
"Caterpillar","CAT","138.51","138.60","137.07","+0.50","+0.36%","3.59M","03/08"
"CBOE Holdings","CBOE","94.63","97.00","92.64","-1.17","-1.22%","1.49M","03/08"
"CBRE A","CBRE","49.500","49.810","49.160","+0.180","+0.36%","1.28M","03/08"
"CBS","CBS","53.16","53.19","51.21","+0.44","+0.83%","8.24M","03/08"
"Celgene","CELG","90.44","91.24","89.96","-0.11","-0.12%","3.49M","03/08"
"Centene","CNC","134.83","135.27","134.09","-0.27","-0.20%","1.01M","03/08"
"CenterPoint Energy","CNP","27.97","28.28","27.80","-0.14","-0.50%","2.75M","03/08"
"CenturyLink","CTL","18.83","19.07","18.76","+0.10","+0.53%","4.48M","03/08"
"Cerner","CERN","66.85","67.57","65.25","+3.88","+6.16%","4.18M","03/08"
"CF Industries","CF","49.07","49.95","48.63","-0.43","-0.87%","2.99M","03/08"
"CH Robinson","CHRW","95.79","96.26","93.94","+0.36","+0.38%","1.02M","03/08"
"Charter Communications","CHTR","303.66","305.00","293.74","+9.46","+3.22%","1.20M","03/08"
"Chesapeake Energy","CHK","4.460","4.540","4.355","+0.050","+1.13%","27.12M","03/08"
"Chevron","CVX","124.05","124.25","123.33","+0.29","+0.23%","5.30M","03/08"
"Chipotle Mexican Grill","CMG","463.27","468.44","459.00","+2.89","+0.63%","1.08M","03/08"
"Chubb","CB","138.81","138.82","136.69","+1.17","+0.85%","1.12M","03/08"
"Church&Dwight","CHD","57.17","58.03","57.00","+0.38","+0.67%","1.72M","03/08"
"Cigna","CI","189.25","193.37","188.91","+0.35","+0.19%","2.85M","03/08"
"Cimarex Energy","XEC","94.03","96.42","93.14","-2.10","-2.18%","1.13M","03/08"
"Cincinnati Financial","CINF","75.54","75.60","74.90","+0.29","+0.39%","333.06K","03/08"
"Cintas","CTAS","206.92","208.63","205.15","-1.26","-0.61%","382.58K","03/08"
"Cisco","CSCO","42.83","42.88","42.46","+0.30","+0.71%","13.39M","03/08"
"Citigroup","C","72.39","72.52","71.57","+1.00","+1.40%","13.68M","03/08"
"Citizens Financial Group Inc","CFG","40.42","40.47","40.10","+0.13","+0.32%","4.11M","03/08"
"Citrix Systems","CTXS","109.94","110.13","108.71","+0.11","+0.10%","1.07M","03/08"
"Clorox","CLX","143.08","144.89","141.00","+0.64","+0.45%","1.79M","03/08"
"CME Group","CME","161.63","162.35","159.99","+0.59","+0.37%","959.30K","03/08"
"CMS Energy","CMS","48.36","48.42","47.53","+0.53","+1.11%","2.38M","03/08"
"Coca-Cola","KO","46.62","46.76","46.14","+0.44","+0.95%","11.46M","03/08"
"Cognizant","CTSH","77.82","78.25","76.27","+0.96","+1.25%","5.65M","03/08"
"Colgate-Palmolive","CL","67.50","68.43","66.83","+0.26","+0.39%","4.32M","03/08"
"Comcast","CMCSA","35.41","35.43","34.73","+0.77","+2.22%","16.49M","03/08"
"Comerica","CMA","98.02","98.86","97.80","-0.37","-0.38%","1.93M","03/08"
"ConAgra Foods","CAG","37.60","37.82","36.85","+0.74","+2.01%","5.49M","03/08"
"Concho Resources","CXO","133.50","141.36","133.45","-8.50","-5.99%","3.60M","03/08"
"ConocoPhillips","COP","71.29","71.48","70.61","-0.27","-0.38%","4.03M","03/08"
"Consolidated Edison","ED","79.11","79.58","77.67","+0.92","+1.18%","1.78M","03/08"
"Constellation Brands A","STZ","214.01","214.50","205.35","+6.07","+2.92%","3.46M","03/08"
"Cooper","COO","260.31","260.99","258.77","-0.05","-0.02%","262.86K","03/08"
"Corning","GLW","32.84","33.05","32.64","+0.05","+0.15%","6.32M","03/08"
"Costco","COST","222.03","222.62","221.00","+0.91","+0.41%","1.20M","03/08"
"Coty Inc","COTY","13.94","14.12","13.55","+0.44","+3.26%","4.84M","03/08"
"Crown Castle","CCI","112.49","112.59","110.95","+1.24","+1.11%","1.31M","03/08"
"CSX","CSX","71.26","71.43","70.45","+0.17","+0.24%","4.27M","03/08"
"Cummins","CMI","141.61","141.92","139.62","+1.82","+1.30%","1.65M","03/08"
"CVS Health Corp","CVS","64.89","65.24","63.70","+1.11","+1.74%","4.81M","03/08"
"Danaher","DHR","101.37","101.60","100.88","-0.08","-0.08%","2.22M","03/08"
"Darden Restaurants","DRI","108.88","109.73","108.02","+0.11","+0.10%","1.11M","03/08"
"DaVita","DVA","74.55","74.63","73.49","+0.45","+0.61%","869.96K","03/08"
"Deere&Company","DE","143.36","144.00","142.01","+1.27","+0.89%","1.87M","03/08"
"Delta Air Lines","DAL","54.26","54.44","54.01","+0.35","+0.65%","3.15M","03/08"
"Dentsply","XRAY","47.73","48.04","47.07","+0.49","+1.04%","1.29M","03/08"
"Devon Energy","DVN","43.05","44.06","42.77","-0.89","-2.03%","6.56M","03/08"
"Digital","DLR","122.58","122.99","120.42","+1.54","+1.27%","1.08M","03/08"
"Discover","DFS","73.34","73.55","71.93","+1.49","+2.07%","2.72M","03/08"
"Discovery A","DISCA","27.06","27.16","26.37","+0.50","+1.88%","3.73M","03/08"
"Discovery Communications C","DISCK","24.94","25.03","24.37","+0.50","+2.05%","1.02M","03/08"
"DISH Network","DISH","34.20","34.31","30.99","+4.34","+14.53%","8.96M","03/08"
"Dollar General","DG","98.23","99.15","97.73","-0.05","-0.05%","1.22M","03/08"
"Dollar Tree","DLTR","90.28","90.87","89.86","-0.38","-0.42%","1.39M","03/08"
"Dominion Resources","D","72.12","72.38","70.87","+0.98","+1.38%","2.56M","03/08"
"Dover","DOV","82.24","82.39","81.49","+0.46","+0.56%","862.86K","03/08"
"DR Horton","DHI","43.78","44.04","43.60","0.00","0.00%","3.18M","03/08"
"DTE Energy","DTE","110.10","110.18","108.14","+1.40","+1.29%","1.06M","03/08"
"Duke","DRE","29.39","29.39","29.12","+0.21","+0.72%","1.91M","03/08"
"Duke Energy","DUK","81.55","81.72","80.29","+1.10","+1.37%","3.12M","03/08"
"DuPont","DWDP","66.82","67.63","66.19","+0.38","+0.57%","7.56M","03/08"
"DXC Technology","DXC","86.40","86.88","85.53","+0.30","+0.35%","1.57M","03/08"
"E-TRADE","ETFC","60.11","60.44","59.65","-0.27","-0.45%","1.91M","03/08"
"Eastman Chemical","EMN","101.99","102.32","100.00","+1.96","+1.96%","1.01M","03/08"
"Eaton","ETN","81.57","81.74","80.74","+0.40","+0.49%","1.86M","03/08"
"eBay","EBAY","33.66","33.72","33.17","+0.44","+1.32%","7.15M","03/08"
"Ecolab","ECL","147.12","147.20","146.31","+0.78","+0.53%","1.08M","03/08"
"Edison","EIX","67.02","67.19","66.17","+0.81","+1.22%","1.10M","03/08"
"Edwards Lifesciences","EW","145.21","145.35","142.90","+0.17","+0.12%","921.76K","03/08"
"Electronic Arts","EA","130.87","134.00","128.85","+2.22","+1.73%","5.46M","03/08"
"Eli Lilly","LLY","100.58","100.69","98.88","+1.11","+1.12%","4.57M","03/08"
"Emerson","EMR","71.48","72.02","71.34","+0.20","+0.28%","3.68M","03/08"
"Entergy","ETR","83.77","84.29","82.47","+1.01","+1.22%","1.81M","03/08"
"Envision Healthcare","EVHC","44.39","44.47","44.28","+0.07","+0.16%","1.20M","03/08"
"EOG Resources","EOG","122.41","125.01","120.84","-3.52","-2.80%","4.12M","03/08"
"EQT","EQT","50.36","51.32","49.35","+0.87","+1.76%","4.04M","03/08"
"Equifax","EFX","127.76","127.83","125.22","+1.98","+1.57%","546.76K","03/08"
"Equinix","EQIX","455.43","456.80","443.40","+7.54","+1.68%","642.95K","03/08"
"Equity Residential","EQR","66.91","66.94","65.73","+0.94","+1.42%","1.31M","03/08"
"Essex Property","ESS","242.41","243.00","234.37","+8.23","+3.51%","649.16K","03/08"
"Estee Lauder","EL","134.99","137.77","133.87","-1.75","-1.28%","1.75M","03/08"
"Everest","RE","220.69","220.84","217.26","+0.72","+0.33%","262.76K","03/08"
"Eversource Energy","ES","60.93","61.00","59.73","+0.93","+1.55%","1.33M","03/08"
"Exelon","EXC","42.49","42.65","42.14","+0.20","+0.47%","4.42M","03/08"
"Expedia","EXPE","132.10","133.09","131.78","-0.75","-0.56%","1.30M","03/08"
"Expeditors Washington","EXPD","76.57","77.08","76.35","-0.10","-0.13%","1.40M","03/08"
"Express Scripts","ESRX","77.52","78.80","77.48","-0.46","-0.59%","2.93M","03/08"
"Extra Space Storage","EXR","92.20","92.74","91.03","+1.25","+1.37%","1.50M","03/08"
"Exxon Mobil","XOM","80.20","80.30","79.63","+0.29","+0.36%","7.81M","03/08"
"F5 Networks","FFIV","172.23","174.07","172.15","-0.03","-0.02%","588.52K","03/08"
"Facebook","FB","177.78","178.85","176.15","+1.41","+0.80%","24.76M","03/08"
"Fastenal","FAST","56.26","56.87","56.02","-0.16","-0.28%","1.24M","03/08"
"Federal Realty","FRT","128.22","128.43","126.21","+2.18","+1.73%","334.13K","03/08"
"FedEx","FDX","243.32","244.07","240.19","+2.20","+0.91%","962.32K","03/08"
"Fidelity National Info","FIS","104.22","104.27","102.69","+0.95","+0.92%","1.42M","03/08"
"Fifth Third","FITB","29.71","30.09","29.61","-0.30","-1.00%","5.86M","03/08"
"FirstEnergy","FE","36.55","36.69","36.09","+0.13","+0.36%","3.80M","03/08"
"Fiserv","FISV","76.25","76.30","74.98","+1.06","+1.41%","1.62M","03/08"
"FLIR Systems","FLIR","58.12","58.80","57.86","-0.65","-1.11%","926.55K","03/08"
"Flowserve","FLS","44.90","44.96","43.62","+1.29","+2.96%","1.25M","03/08"
"Fluor","FLR","55.65","56.01","53.43","+3.95","+7.64%","2.79M","03/08"
"FMC","FMC","87.79","88.52","86.50","+1.25","+1.44%","884.11K","03/08"
"Foot Locker","FL","47.16","48.44","46.84","-0.50","-1.05%","2.19M","03/08"
"Ford Motor","F","10.04","10.06","9.93","+0.12","+1.21%","25.93M","03/08"
"Fortive","FTV","81.21","81.48","80.71","+0.28","+0.35%","1.01M","03/08"
"Fortune Brands","FBHS","57.52","58.21","57.11","+0.02","+0.03%","852.88K","03/08"
"Fox Inc","FOX","44.92","45.10","44.51","+0.26","+0.58%","4.92M","03/08"
"Franklin Resources","BEN","32.30","32.43","31.84","+0.49","+1.54%","2.19M","03/08"
"Freeport-McMoran","FCX","15.71","15.85","15.52","+0.28","+1.81%","11.97M","03/08"
"Gap","GPS","30.35","30.73","29.67","+0.28","+0.93%","3.22M","03/08"
"Garmin Ltd","GRMN","64.91","65.28","64.44","+0.38","+0.59%","1.56M","03/08"
"Gartner","IT","138.20","138.25","134.33","+3.39","+2.51%","496.90K","03/08"
"General Dynamics","GD","194.09","194.54","191.85","-0.85","-0.44%","2.61M","03/08"
"General Electric","GE","13.14","13.25","13.10","-0.03","-0.23%","35.25M","03/08"
"General Mills","GIS","47.24","47.77","45.77","+1.50","+3.28%","8.20M","03/08"
"General Motors","GM","37.73","37.77","36.65","+1.11","+3.03%","9.38M","03/08"
"Genuine Parts","GPC","98.04","98.79","97.30","+0.21","+0.21%","357.79K","03/08"
"GGP","GGP","21.52","21.59","21.32","+0.13","+0.61%","6.63M","03/08"
"Gilead","GILD","77.93","77.95","77.17","+0.30","+0.39%","4.63M","03/08"
"Global Payments","GPN","118.77","119.75","116.43","-0.41","-0.34%","1.50M","03/08"
"Goldman Sachs","GS","234.09","235.52","233.49","+0.10","+0.04%","3.05M","03/08"
"H&R Block","HRB","25.35","25.51","25.20","+0.18","+0.72%","1.50M","03/08"
"Halliburton","HAL","42.05","42.48","41.86","+0.14","+0.33%","7.34M","03/08"
"Hanesbrands","HBI","17.97","18.48","17.93","-0.31","-1.70%","7.16M","03/08"
"Harley-Davidson","HOG","44.06","44.14","42.95","+1.10","+2.56%","1.66M","03/08"
"Harris","HRS","162.38","163.64","160.64","-1.06","-0.65%","690.53K","03/08"
"Hartford","HIG","52.76","52.84","52.21","0.00","0.00%","1.60M","03/08"
"Hasbro","HAS","99.53","100.50","98.30","+0.87","+0.88%","793.52K","03/08"
"HCA","HCA","130.16","130.29","125.70","+4.88","+3.90%","2.83M","03/08"
"HCP","HCP","26.46","26.59","25.74","+0.79","+3.08%","3.39M","03/08"
"Helmerich&Payne","HP","61.30","62.40","61.14","+0.20","+0.33%","799.84K","03/08"
"Henry Schein","HSIC","80.23","80.67","78.59","+1.42","+1.80%","2.43M","03/08"
"Hershey","HSY","99.16","100.84","97.72","+1.62","+1.66%","1.37M","03/08"
"Hess","HES","66.30","66.50","65.17","+0.48","+0.73%","3.09M","03/08"
"Hewlett Packard","HPE","15.98","16.00","15.59","+0.43","+2.77%","7.40M","03/08"
"Hilton Worldwide","HLT","78.18","78.59","77.88","-0.26","-0.33%","1.97M","03/08"
"Hologic","HOLX","42.11","42.52","41.85","-0.01","-0.02%","2.27M","03/08"
"Home Depot","HD","195.64","196.40","195.25","-0.02","-0.01%","2.31M","03/08"
"Honeywell","HON","155.04","156.17","154.23","-0.86","-0.55%","2.97M","03/08"
"Hormel Foods","HRL","37.02","37.35","36.63","+0.49","+1.34%","2.52M","03/08"
"Host Hotels Resorts","HST","21.63","22.06","21.57","-0.31","-1.41%","12.98M","03/08"
"HP Inc","HPQ","23.34","23.49","23.22","+0.13","+0.56%","5.09M","03/08"
"Humana","HUM","324.11","324.94","320.51","+2.41","+0.75%","453.84K","03/08"
"Huntington Bancshares","HBAN","15.73","15.81","15.65","+0.01","+0.06%","7.71M","03/08"
"IBM","IBM","147.70","147.92","143.00","+4.74","+3.32%","8.05M","03/08"
"ICE","ICE","72.81","72.94","72.36","-0.08","-0.11%","2.83M","03/08"
"IDEXX Labs","IDXX","242.64","243.37","238.38","+1.84","+0.76%","440.81K","03/08"
"IFF","IFF","134.20","134.46","132.70","+2.03","+1.54%","672.45K","03/08"
"IHS Markit Ltd","INFO","52.95","53.66","52.63","-0.40","-0.75%","1.48M","03/08"
"Illinois Tool Works","ITW","139.55","139.89","138.16","+0.52","+0.37%","1.16M","03/08"
"Illumina Inc","ILMN","332.49","335.19","328.67","-0.01","-0.00%","1.53M","03/08"
"Incyte","INCY","63.04","64.60","62.50","-1.41","-2.19%","2.12M","03/08"
"Ingersoll-Rand","IR","96.95","97.26","96.00","+0.33","+0.34%","1.35M","03/08"
"Intel","INTC","49.63","49.78","49.17","+0.15","+0.30%","22.01M","03/08"
"International Paper","IP","52.55","52.81","52.16","+0.52","+1.00%","2.17M","03/08"
"Intuit","INTU","205.15","206.99","203.92","-0.58","-0.28%","936.07K","03/08"
"Intuitive Surgical","ISRG","522.60","524.18","515.71","+0.70","+0.13%","531.11K","03/08"
"Invesco","IVZ","25.15","25.45","24.96","+0.19","+0.76%","3.18M","03/08"
"IPG","IPG","22.02","22.26","21.97","-0.06","-0.27%","1.83M","03/08"
"IPG Photonics","IPGP","170.46","174.26","167.81","+0.18","+0.11%","702.93K","03/08"
"Iron Mountain","IRM","35.76","36.21","35.57","+0.18","+0.51%","1.58M","03/08"
"J&J","JNJ","131.95","132.70","130.90","+0.70","+0.53%","6.50M","03/08"
"Jacobs Engineering","JEC","67.09","67.63","66.67","+0.17","+0.25%","1.17M","03/08"
"JB Hunt","JBHT","120.81","122.76","120.10","-1.60","-1.31%","575.76K","03/08"
"Jefferies Financial","JEF","24.51","24.54","23.72","+0.83","+3.51%","1.75M","03/08"
"JM Smucker","SJM","116.24","121.28","113.00","+3.92","+3.49%","3.46M","03/08"
"Johnson Controls","JCI","37.94","38.10","37.15","+0.13","+0.34%","4.38M","03/08"
"JPMorgan","JPM","117.09","117.13","115.94","+0.94","+0.81%","11.02M","03/08"
"Juniper","JNPR","26.34","26.40","26.10","+0.16","+0.61%","2.62M","03/08"
"Kansas City Southern","KSU","115.77","115.93","114.59","+0.26","+0.23%","907.73K","03/08"
"Kellogg","K","72.15","73.24","70.02","+2.27","+3.25%","3.63M","03/08"
"Keurig Dr Pepper","KDP","24.04","24.16","23.81","+0.15","+0.63%","2.76M","03/08"
"KeyCorp","KEY","21.36","21.41","21.20","+0.03","+0.14%","9.13M","03/08"
"Kimberly-Clark","KMB","116.70","119.49","115.50","+1.33","+1.15%","3.25M","03/08"
"Kimco","KIM","17.09","17.14","16.76","+0.36","+2.15%","2.38M","03/08"
"Kinder Morgan","KMI","17.62","17.78","17.53","-0.06","-0.34%","19.23M","03/08"
"KLA-Tencor","KLAC","119.59","119.70","117.29","+1.12","+0.95%","1.25M","03/08"
"Kohl’s","KSS","72.31","73.44","71.47","+0.42","+0.58%","1.84M","03/08"
"Kraft Heinz","KHC","64.48","64.99","60.38","+5.08","+8.55%","16.20M","03/08"
"Kroger","KR","29.93","30.18","29.70","+0.19","+0.64%","7.33M","03/08"
"L Brands","LB","32.51","33.19","32.32","+0.42","+1.31%","4.29M","03/08"
"L3 Tech","LLL","211.41","212.20","208.47","-0.05","-0.02%","418.43K","03/08"
"Laboratory of America","LH","178.91","179.07","176.67","+2.42","+1.37%","730.57K","03/08"
"Lam Research","LRCX","187.29","188.09","185.83","+0.19","+0.10%","1.51M","03/08"
"Leggett&Platt","LEG","43.62","43.72","43.05","+0.61","+1.42%","906.29K","03/08"
"Lennar","LEN","51.48","51.62","50.75","+0.67","+1.32%","2.59M","03/08"
"Lincoln National","LNC","66.63","66.69","65.07","+0.93","+1.42%","1.28M","03/08"
"LKQ","LKQ","33.44","33.73","32.92","+0.22","+0.66%","2.68M","03/08"
"Lockheed Martin","LMT","320.55","322.62","319.11","-1.47","-0.46%","945.47K","03/08"
"Loews","L","51.14","51.14","50.49","+0.17","+0.33%","983.54K","03/08"
"Lowe’s","LOW","97.63","98.45","97.48","+0.19","+0.20%","3.55M","03/08"
"LyondellBasell Industries","LYB","112.15","112.79","108.65","+3.68","+3.39%","2.85M","03/08"
"M&T Bank","MTB","174.43","174.97","173.12","-0.22","-0.13%","672.62K","03/08"
"Macerich","MAC","60.52","60.95","59.61","+0.64","+1.07%","1.12M","03/08"
"Macy’s Inc","M","38.95","39.45","38.64","+0.22","+0.57%","4.86M","03/08"
"Marathon Oil","MRO","20.54","20.78","20.29","-0.29","-1.39%","13.44M","03/08"
"Marathon Petroleum","MPC","79.09","80.34","78.41","-0.64","-0.80%","3.08M","03/08"
"Marriott Int","MAR","128.19","129.28","127.58","-0.94","-0.73%","1.33M","03/08"
"Marsh McLennan","MMC","83.15","83.18","82.48","+0.33","+0.40%","1.37M","03/08"
"Martin Marietta Materials","MLM","206.96","208.28","204.34","+2.20","+1.07%","702.48K","03/08"
"Masco","MAS","39.50","39.73","39.13","+0.11","+0.28%","2.63M","03/08"
"Mastercard","MA","201.20","202.43","198.28","-0.81","-0.40%","2.72M","03/08"
"Mattel","MAT","15.94","16.16","15.93","-0.02","-0.13%","3.14M","03/08"
"McCormick&Co","MKC","121.52","122.58","119.89","+1.89","+1.58%","845.89K","03/08"
"McDonald’s","MCD","156.21","156.97","154.29","+0.80","+0.51%","3.67M","03/08"
"McKesson","MCK","126.21","126.92","123.90","+2.22","+1.79%","1.35M","03/08"
"Medtronic","MDT","90.48","90.60","89.57","+0.59","+0.66%","2.61M","03/08"
"Merck&Co","MRK","65.93","66.02","64.97","+0.71","+1.09%","7.00M","03/08"
"MetLife","MET","45.33","45.93","44.91","-0.44","-0.96%","7.02M","03/08"
"Mettler-Toledo","MTD","586.67","593.00","582.38","-2.15","-0.37%","111.01K","03/08"
"MGM","MGM","28.53","28.90","28.42","-0.44","-1.52%","15.15M","03/08"
"Michael Kors","KORS","64.24","65.30","63.96","-0.42","-0.65%","2.55M","03/08"
"Microchip","MCHP","95.09","95.16","94.00","+0.48","+0.51%","1.69M","03/08"
