"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"Micron","MU","52.81","53.40","52.26","-0.59","-1.10%","22.96M","03/08"
"Microsoft","MSFT","108.04","108.05","106.82","+0.47","+0.44%","18.66M","03/08"
"Mid-America Apartment","MAA","101.85","102.11","99.14","+1.94","+1.94%","510.13K","03/08"
"Mohawk Industries","MHK","186.61","188.20","185.33","+0.19","+0.10%","1.03M","03/08"
"Molson Coors Brewing B","TAP","69.20","69.84","68.71","+0.37","+0.54%","2.20M","03/08"
"Mondelez","MDLZ","43.76","44.23","43.16","+0.60","+1.39%","9.91M","03/08"
"Monster Beverage 1990","MNST","59.26","59.91","58.21","-0.09","-0.15%","2.31M","03/08"
"Moodys","MCO","172.68","173.52","171.36","+0.79","+0.46%","854.17K","03/08"
"Morgan Stanley","MS","49.91","50.16","49.73","+0.10","+0.20%","5.43M","03/08"
"Mosaic","MOS","30.45","30.75","30.07","+0.36","+1.20%","5.98M","03/08"
"Motorola","MSI","117.67","119.89","115.66","-3.85","-3.17%","2.02M","03/08"
"Mylan","MYL","38.45","38.79","36.53","+1.93","+5.28%","6.19M","03/08"
"Nasdaq Inc","NDAQ","91.49","91.97","90.93","-0.26","-0.28%","605.79K","03/08"
"National Oilwell Varco","NOV","47.03","47.48","46.87","-0.35","-0.74%","3.00M","03/08"
"Navient","NAVI","13.21","13.39","13.06","-0.01","-0.08%","1.34M","03/08"
"NetApp","NTAP","81.68","81.75","80.24","+1.12","+1.39%","2.01M","03/08"
"Netflix","NFLX","343.09","347.86","338.48","-1.41","-0.41%","8.85M","03/08"
"Newell Brands","NWL","26.57","27.04","26.53","+0.05","+0.19%","5.42M","03/08"
"Newfield Exploration","NFX","27.50","27.99","26.90","-0.46","-1.65%","3.15M","03/08"
"Newmont Mining","NEM","36.46","36.82","36.20","+0.23","+0.63%","5.11M","03/08"
"News Corp","NWS","15.30","15.30","15.10","+0.10","+0.66%","123.26K","03/08"
"News Corp A","NWSA","15.08","15.10","14.93","+0.07","+0.47%","1.29M","03/08"
"NextEra Energy","NEE","171.15","171.93","168.85","+1.70","+1.00%","1.30M","03/08"
"Nielsen Holdings","NLSN","21.99","22.81","21.92","-0.58","-2.57%","6.79M","03/08"
"Nike","NKE","78.74","78.98","78.44","+0.09","+0.11%","3.76M","03/08"
"NiSource","NI","26.59","26.67","26.14","+0.30","+1.14%","2.65M","03/08"
"Noble Energy","NBL","32.89","33.50","32.13","-2.83","-7.92%","16.04M","03/08"
"Nordstrom","JWN","50.58","51.47","49.97","-0.17","-0.34%","2.20M","03/08"
"Norfolk Southern","NSC","171.62","171.71","168.86","+3.11","+1.85%","1.67M","03/08"
"Northern Trust","NTRS","109.81","109.87","108.53","+0.73","+0.67%","827.53K","03/08"
"Northrop Grumman","NOC","297.25","298.67","295.00","-1.44","-0.48%","704.03K","03/08"
"Norwegian Cruise Line","NCLH","49.810","50.260","49.500","+0.130","+0.26%","1.31M","03/08"
"NRG","NRG","32.61","32.95","31.64","+1.04","+3.29%","5.89M","03/08"
"Nucor","NUE","64.47","65.08","64.15","-0.07","-0.11%","1.59M","03/08"
"NVIDIA","NVDA","252.10","253.06","250.93","+1.48","+0.59%","5.36M","03/08"
"O'Reilly","ORLY","311.88","312.99","308.46","+3.01","+0.97%","612.43K","03/08"
"Occidental","OXY","82.29","82.53","81.89","+0.05","+0.06%","3.28M","03/08"
"Omnicom","OMC","67.45","68.05","67.19","+0.11","+0.16%","1.25M","03/08"
"ONEOK","OKE","67.51","68.15","67.23","-0.17","-0.24%","2.73M","03/08"
"Oracle","ORCL","48.47","48.48","47.90","+0.57","+1.19%","14.30M","03/08"
"PACCAR","PCAR","64.43","64.52","63.27","+1.14","+1.80%","2.06M","03/08"
"Pacific Gas&Electric","PCG","42.96","43.13","42.16","+0.65","+1.54%","2.49M","03/08"
"Packaging America","PKG","111.39","111.59","110.20","+0.60","+0.54%","428.10K","03/08"
"Parker-Hannifin","PH","172.51","172.58","170.63","+0.94","+0.55%","1.31M","03/08"
"Patterson","PDCO","24.54","24.59","24.08","+0.54","+2.25%","1.30M","03/08"
"Paychex","PAYX","69.74","69.74","69.13","+0.43","+0.62%","1.20M","03/08"
"PayPal Holdings Inc","PYPL","85.19","86.20","84.15","-0.34","-0.40%","6.22M","03/08"
"Pentair","PNR","43.96","44.04","43.38","+0.62","+1.43%","1.34M","03/08"
"People’s United","PBCT","18.54","18.73","18.51","-0.06","-0.32%","2.33M","03/08"
"PepsiCo","PEP","116.30","116.70","114.37","+1.61","+1.40%","3.93M","03/08"
"PerkinElmer","PKI","86.32","87.72","85.53","-0.23","-0.27%","1.18M","03/08"
"Perrigo","PRGO","78.71","79.02","78.01","+0.44","+0.56%","1.13M","03/08"
"Pfizer","PFE","40.54","40.66","39.49","+0.89","+2.24%","25.97M","03/08"
"Philip Morris","PM","86.84","87.44","85.65","+0.84","+0.98%","3.49M","03/08"
"Phillips 66","PSX","121.66","122.42","120.41","-0.39","-0.32%","1.69M","03/08"
"Pinnacle West","PNW","80.32","80.76","78.95","+0.27","+0.34%","1.03M","03/08"
"Pioneer Natural Resources","PXD","184.11","188.33","181.22","-4.47","-2.37%","1.44M","03/08"
"PNC Financial","PNC","145.03","145.77","144.65","-0.11","-0.08%","2.15M","03/08"
"PPG Industries","PPG","110.95","111.06","109.66","+1.63","+1.49%","1.04M","03/08"
"PPL","PPL","28.97","29.09","28.65","+0.35","+1.22%","3.88M","03/08"
"Praxair","PX","164.21","164.42","163.05","+1.11","+0.68%","1.05M","03/08"
"Principal Financial","PFG","55.82","56.22","55.46","+0.17","+0.31%","1.04M","03/08"
"Procter&Gamble","PG","82.33","83.10","81.92","+0.33","+0.40%","7.10M","03/08"
"Progressive","PGR","61.55","61.73","60.85","-0.13","-0.21%","3.86M","03/08"
"ProLogis","PLD","66.81","66.81","65.73","+0.96","+1.46%","2.10M","03/08"
"Prudential Financial","PRU","99.42","100.12","98.85","-0.46","-0.46%","1.85M","03/08"
"Public Service Enterprise","PEG","51.43","51.61","50.94","+0.23","+0.45%","2.28M","03/08"
"Public Storage","PSA","213.98","215.50","210.74","+3.77","+1.79%","1.60M","03/08"
"PulteGroup","PHM","28.64","28.83","28.43","+0.08","+0.28%","3.75M","03/08"
"PVH","PVH","150.85","151.69","150.25","+0.06","+0.04%","479.42K","03/08"
"Qorvo Inc","QRVO","84.18","84.70","83.51","-0.23","-0.27%","846.84K","03/08"
"Qualcomm","QCOM","65.40","65.61","64.67","+0.63","+0.97%","7.81M","03/08"
"Quanta Services","PWR","34.92","35.25","34.54","-0.19","-0.54%","2.02M","03/08"
"Quest Diagnostics","DGX","108.84","109.00","107.86","+0.32","+0.29%","602.40K","03/08"
"Ralph Lauren A","RL","130.36","131.62","129.61","-0.14","-0.11%","1.06M","03/08"
"Range Resources","RRC","15.57","15.69","15.18","+0.31","+2.03%","4.63M","03/08"
"Raymond James Financial","RJF","91.34","91.71","90.62","+0.37","+0.41%","450.93K","03/08"
"Raytheon","RTN","195.80","197.92","193.69","-1.37","-0.69%","1.51M","03/08"
"Realty Income","O","57.67","57.74","56.91","+0.76","+1.34%","1.47M","03/08"
"Red Hat","RHT","141.00","141.89","139.04","-0.47","-0.33%","1.69M","03/08"
"Regency Centers","REG","64.84","64.98","61.93","+1.24","+1.95%","1.42M","03/08"
"Regeneron Pharma","REGN","394.88","399.00","390.75","-2.12","-0.53%","1.31M","03/08"
"Regions Financial","RF","19.14","19.28","18.99","+0.07","+0.37%","10.48M","03/08"
"Republic Services","RSG","72.65","73.07","71.98","-0.45","-0.62%","1.22M","03/08"
"ResMed","RMD","104.74","106.48","102.75","-3.87","-3.56%","1.33M","03/08"
"Robert Half","RHI","77.23","77.80","76.21","-0.44","-0.57%","1.31M","03/08"
"Rockwell Automation","ROK","179.48","181.52","178.00","-0.85","-0.47%","1.69M","03/08"
"Rockwell Collins","COL","136.94","137.50","136.66","-0.44","-0.32%","696.76K","03/08"
"Roper Technologies","ROP","295.04","297.84","292.23","-1.51","-0.51%","302.06K","03/08"
"Ross Stores","ROST","89.05","89.86","88.29","-0.41","-0.46%","2.33M","03/08"
"Royal Caribbean Cruises","RCL","112.42","116.41","112.39","-1.93","-1.69%","2.24M","03/08"
"S&P Global","SPGI","198.08","198.15","196.21","+0.80","+0.41%","1.03M","03/08"
"Salesforce.com","CRM","141.04","141.74","138.42","-0.10","-0.07%","3.46M","03/08"
"SBA Communications","SBAC","158.49","158.95","156.74","+1.29","+0.82%","1.75M","03/08"
"Scana","SCG","42.12","42.23","40.86","+0.78","+1.89%","774.31K","03/08"
"Schlumberger","SLB","65.89","66.65","65.64","-0.05","-0.08%","4.59M","03/08"
"Seagate","STX","53.88","54.43","53.44","+0.46","+0.86%","2.66M","03/08"
"Sealed Air","SEE","43.39","43.67","42.39","+0.46","+1.07%","1.91M","03/08"
"Sempra Energy","SRE","116.79","117.90","115.17","+0.76","+0.66%","2.23M","03/08"
"Sherwin-Williams","SHW","442.88","445.38","439.68","+4.51","+1.03%","525.72K","03/08"
"Signet Jewelers","SIG","58.91","60.18","57.91","-0.21","-0.36%","823.33K","03/08"
"Simon Property","SPG","178.27","179.45","175.99","+2.01","+1.14%","1.19M","03/08"
"Skyworks","SWKS","95.61","95.92","94.96","-0.01","-0.01%","1.28M","03/08"
"SL Green","SLG","104.39","104.44","102.90","+1.22","+1.18%","434.90K","03/08"
"Snap-On","SNA","168.43","170.33","167.10","+1.18","+0.71%","451.75K","03/08"
"Southern","SO","48.93","49.03","48.20","+0.46","+0.95%","4.29M","03/08"
"Southwest Airlines","LUV","57.41","57.49","56.80","+0.72","+1.27%","3.83M","03/08"
"Stanley Black Decker","SWK","144.51","144.88","143.23","+0.68","+0.47%","905.08K","03/08"
"Starbucks","SBUX","52.23","52.45","51.58","+0.55","+1.06%","8.25M","03/08"
"State Street","STT","86.88","87.05","86.39","+0.05","+0.06%","2.46M","03/08"
"Stericycle","SRCL","61.66","65.81","60.75","-9.31","-13.13%","3.63M","03/08"
"Stryker","SYK","165.30","167.02","164.71","-1.15","-0.69%","1.07M","03/08"
"SunTrust Banks","STI","72.14","72.73","72.11","-0.33","-0.46%","2.72M","03/08"
"Symantec","SYMC","19.25","19.25","17.81","-1.63","-7.81%","48.60M","03/08"
"Synchrony Financial","SYF","29.85","29.92","29.18","+0.37","+1.26%","6.02M","03/08"
"Synopsys","SNPS","91.14","91.23","90.30","+0.48","+0.53%","703.12K","03/08"
"Sysco","SYY","68.57","68.83","68.12","+0.53","+0.78%","1.75M","03/08"
"T Rowe","TROW","117.40","118.11","116.40","-0.04","-0.03%","611.30K","03/08"
"Tapestry","TPR","46.53","47.15","46.30","0.00","0.00%","6.10M","03/08"
"Target","TGT","81.45","81.95","81.01","+0.69","+0.85%","3.14M","03/08"
"TE Connectivity","TEL","93.09","93.16","92.36","+0.58","+0.63%","1.24M","03/08"
"TechnipFMC","FTI","31.21","31.66","30.97","-0.45","-1.42%","2.24M","03/08"
"Texas Instruments","TXN","112.84","112.98","111.93","+0.63","+0.56%","3.34M","03/08"
"Textron","TXT","67.00","67.73","66.29","-0.56","-0.83%","1.61M","03/08"
"The AES","AES","13.69","13.74","13.48","+0.14","+1.03%","8.04M","03/08"
"The Charles Schwab","SCHW","50.29","50.68","49.96","+0.16","+0.32%","4.22M","03/08"
"The Goodyear Tire&Rubber","GT","24.63","24.74","24.20","+0.36","+1.48%","3.09M","03/08"
"The Travelers","TRV","129.70","129.70","127.73","+1.37","+1.07%","1.88M","03/08"
"Thermo Fisher Scientific","TMO","233.32","234.63","231.85","+0.15","+0.06%","1.22M","03/08"
"Tiffany&Co","TIF","135.80","137.84","135.68","-1.09","-0.80%","1.16M","03/08"
"TJX","TJX","97.59","98.27","96.75","+0.13","+0.13%","2.14M","03/08"
"Torchmark","TMK","86.87","86.89","85.72","+0.49","+0.57%","344.91K","03/08"
"Total System Services","TSS","93.13","93.85","92.22","-0.10","-0.11%","775.30K","03/08"
"Tractor Supply","TSCO","78.62","79.88","78.25","-0.03","-0.04%","1.77M","03/08"
"Transdigm","TDG","369.82","371.04","366.32","+2.15","+0.58%","388.56K","03/08"
"TripAdvisor","TRIP","53.27","53.80","50.49","+2.09","+4.08%","4.28M","03/08"
"Twenty-First Century Fox A","FOXA","45.42","45.62","44.96","+0.39","+0.87%","8.89M","03/08"
"Tyson Foods","TSN","57.75","57.95","57.26","+0.20","+0.35%","3.29M","03/08"
"Ulta Beauty","ULTA","235.02","237.51","232.90","+0.21","+0.09%","586.40K","03/08"
"Under Armour A","UAA","19.68","20.36","19.59","+0.07","+0.36%","5.39M","03/08"
"Under Armour C","UA","18.380","18.930","18.250","+0.210","+1.16%","3.05M","03/08"
"Union Pacific","UNP","149.78","150.13","148.74","-0.16","-0.11%","1.74M","03/08"
"United Continental","UAL","81.34","81.64","80.54","+0.49","+0.61%","2.01M","03/08"
"United Dominion","UDR","39.13","39.32","38.60","+0.43","+1.11%","1.20M","03/08"
"United Parcel Service","UPS","119.15","119.34","118.20","+0.55","+0.46%","1.91M","03/08"
"United Rentals","URI","148.41","148.50","146.36","+1.28","+0.87%","818.23K","03/08"
"United Technologies","UTX","133.89","134.72","133.21","-0.23","-0.17%","1.95M","03/08"
"UnitedHealth","UNH","257.22","257.56","254.30","+1.14","+0.45%","1.42M","03/08"
"Universal Health Services","UHS","124.19","124.22","122.23","+1.58","+1.29%","686.23K","03/08"
"Unum","UNM","36.44","37.01","35.84","+0.56","+1.56%","2.14M","03/08"
"US Bancorp","USB","52.91","52.92","52.39","+0.36","+0.69%","5.31M","03/08"
"Valero Energy","VLO","115.38","116.33","113.53","+0.05","+0.04%","2.58M","03/08"
"Varian","VAR","114.77","114.95","113.66","-0.05","-0.04%","503.45K","03/08"
"Ventas","VTR","58.00","58.34","56.63","+1.51","+2.67%","2.38M","03/08"
"VeriSign","VRSN","151.00","151.65","149.53","+0.02","+0.01%","411.15K","03/08"
"Verisk","VRSK","114.39","114.93","112.74","-0.28","-0.24%","787.73K","03/08"
"Verizon","VZ","52.27","52.45","51.87","+0.29","+0.56%","7.77M","03/08"
"Vertex","VRTX","174.54","178.09","173.76","-3.35","-1.88%","1.12M","03/08"
"VF","VFC","92.44","92.84","91.81","+0.34","+0.37%","2.62M","03/08"
"Viacom B","VIAB","29.09","29.21","28.51","+0.49","+1.71%","1.46M","03/08"
"Visa","V","139.82","139.86","137.94","+0.90","+0.65%","4.62M","03/08"
"Vornado","VNO","72.01","72.01","71.20","+0.95","+1.34%","422.46K","03/08"
"Vulcan Materials","VMC","114.50","115.57","114.06","-0.17","-0.15%","1.24M","03/08"
"Walgreens Boots","WBA","67.22","67.70","66.96","+0.24","+0.36%","4.31M","03/08"
"Walmart","WMT","89.60","90.28","89.00","+0.84","+0.95%","5.75M","03/08"
"Walt Disney","DIS","114.09","114.10","112.40","+1.34","+1.19%","4.75M","03/08"
"Waste Management","WM","89.56","90.00","88.54","-0.55","-0.61%","1.89M","03/08"
"Waters","WAT","193.98","195.67","192.28","-0.94","-0.48%","293.83K","03/08"
"WEC Energy","WEC","66.33","66.72","65.40","+0.66","+1.00%","1.38M","03/08"
"Wells Fargo&Co","WFC","58.83","58.93","58.03","+0.54","+0.93%","13.72M","03/08"
"Welltower","WELL","64.32","64.71","63.16","+1.15","+1.82%","2.13M","03/08"
"Western Digital","WDC","67.96","68.85","67.33","-0.56","-0.82%","4.69M","03/08"
"Western Union","WU","19.40","19.84","19.11","-1.19","-5.78%","15.75M","03/08"
"WestRock Co","WRK","55.82","56.32","55.30","+0.41","+0.74%","3.12M","03/08"
"Weyerhaeuser","WY","33.97","34.23","33.94","-0.11","-0.32%","3.71M","03/08"
"Whirlpool","WHR","134.78","135.98","132.59","+2.57","+1.94%","1.17M","03/08"
"Williams","WMB","31.14","31.22","30.79","+0.16","+0.52%","8.95M","03/08"
"Willis Towers Watson","WLTW","148.82","148.95","144.09","+3.09","+2.12%","800.69K","03/08"
"WW Grainger","GWW","339.00","343.35","338.27","-2.01","-0.59%","439.14K","03/08"
"Wyndham","WYND","46.47","46.93","46.26","+0.05","+0.11%","1.00M","03/08"
"Wynn Resorts","WYNN","149.19","150.38","146.26","-0.35","-0.23%","3.54M","03/08"
"Xcel Energy","XEL","47.18","47.35","46.33","+0.58","+1.24%","2.87M","03/08"
"Xerox","XRX","26.14","26.18","25.77","+0.46","+1.79%","1.93M","03/08"
"Xilinx","XLNX","71.87","72.00","71.14","+0.15","+0.21%","1.32M","03/08"
"XL Group","XL","56.27","56.35","56.21","-0.06","-0.11%","714.58K","03/08"
"Xylem","XYL","76.00","76.01","74.93","+0.97","+1.29%","1.12M","03/08"
"Yum! Brands","YUM","81.86","82.10","80.67","+1.23","+1.53%","2.19M","03/08"
"Zimmer Biomet","ZBH","125.91","126.00","122.96","+1.51","+1.21%","1.51M","03/08"
"Zions","ZION","53.34","53.84","53.05","-0.19","-0.35%","1.80M","03/08"
"Zoetis Inc","ZTS","91.63","91.99","89.26","+0.20","+0.22%","4.38M","03/08"
